Include,Condition_Tracking,textcomp,Ifnd,external_lfdn,tester,dispcode,lastpage,quality,duration,c_0001,c_0002,AgreeInformedConsent,EmpathicConcern_1,EmpathicConcern_2_R,EmpathicConcern_3,EmpathicTendency_4,EmpathicConcern_5_R,EmpathicConcern_6_R,EmpathicConcern_7,brieflydescribe,thoughtsfeels,Identification_1,Identification_2,Identification_3,Identification_4,Identification_5,Identification_6,Identification_7,Identification_8,Identification_9,Identification_10,Responsibility_1,Responsibility_2,Appreciation_1,Appreciation_2,Appreciation_3,Enjoyment_1,Enjoyment_2,Enjoyment_3,NarrativeEngagement_1_R,NarrativeEngagement_2_R,NarrativeEngagement_3_R,NarrativeEngagement_4_R,NarrativeEngagement_5_R,NarrativeEngagement_6_R,NarrativeEngagement_7,NarrativeEngagement_8,NarrativeEngagement_9,NarrativeEngagement_10,NarrativeEngagement_11,NarrativeEngagement_12,BogusItem,percentagedonated,whydonate,Whereshe,Howfriends,Whytears,Why1,Whentip,Whoch,MTurkorCrowdflower,MTurkorCrowdflower_other,CrowflowerContributorID,Gender,gender_other,Age,Nationality,CountryResidency,LivedHomeless,FirstLanguage,FirstLanguage_Other,Occupation_unemployed,Occupation_student,Occupation_bluecollar_service,Occupation_clerical,Occupation_selfemployed,Occupation_professionalmanagerial,Occupation_otheryn,Occupation_otherwhat,condition,condition_other,storyoff_yn,storyoff_what,otherissues,comments,Data_quality_carefully_answered,Data_quality_participated_morethanonce,browser,referer,participant_browser,participant_browser_version,participant_os,participant_device,participant_brand,participant_model,participant_isbot,participant_continent,participant_country,participant_region,participant_city,participant_latitude,participant_longitude,quota,quota_assignment,page_history,hflip,vflip,output_mode,javascript,flash,session_id,language,cleaned,ats,datetime,date_of_last_access,date_of_first_mail,rts1496361,rts1496371,rts1496372,rts1496373,rts1496429,rts1496442,rts1496445,rts1496447,rts1496449,rts1501165,rts1624135,rts1646780,rts1646798,rts1693823,rts1693825,rts1693827,rts1693829,rts1693831,rts1693833,rts1693835,rts1693837,rts1693839,rts1693841,rts1693843,rts1693845,rts1693886,tic
yes,Interaktiv,6,1151,0,0,31,1496374,-77,1030,-66,-66,1,6,1,6,7,3,1,6,The person received a letter stating that they and their 3 children must be out of their home within four days. The person had a lot of trouble finding a new home and was homeless for a very long time.,It was sad and my heart really went out to the person telling the story.,6,7,6,5,6,7,6,6,7,7,3,3,7,7,7,6,7,6,1,1,1,2,2,1,6,5,4,7,7,7,7,20,"I felt touched by the story, and like I should do something. I wish I could donate more but I am not doing well financially myself right now.",4,3,1,1,3,1,1,-99,A18MLH4R6PNECC,1,-99,24,American,USA,3,1,-99,1,1,0,0,0,0,0,-99,2,-99,1,-99,Nope!,Thanks so much!,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,5e153b1a77791356cc2d921bd546d29c,1,0,1468173241,10/07/16 17:54,10/07/16 18:11,0000-00-00 00:00:00,40,885,916,992,699,31,577,646,1004,633,1010,520,960,1017,0,0,1030,0,0,0,0,0,0,0,0,10,2edb5b41d1847d2e97aeb4d68c2c6ac4
yes,Interaktiv,6,1152,0,0,31,1496374,-77,1098,-66,-66,1,7,2,6,5,5,2,6,"The writer became homeless and traveled around from city to city looking for a place to stay. He stayed in family's places and his friends places. Finally, his friend and her husband let him and his 3 kids stay with them in their apartment, for which he was incredibly grateful.","They story was very touching. Even though the guy had a job, he still was homeless and having trouble providing for himself and his kids.",5,6,5,6,5,6,7,3,6,6,3,5,6,7,6,6,5,6,3,2,2,5,2,2,6,5,6,6,6,5,7,50,"It is only a little money as I am just sitting comfortably on my couch doing work, but to someone else may need it much more than I do.",4,3,1,1,3,1,1,-99,AWGAAFIMMV1NY,2,-99,23,American,USA,3,1,-99,0,1,0,0,0,0,0,-99,2,-99,1,-99,-99,The story was very intriguing.,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,fb5d74e3d04d86e69303a47710eaaa19,1,0,1468173253,10/07/16 17:54,10/07/16 18:12,0000-00-00 00:00:00,46,890,927,1016,867,43,764,786,1032,773,1045,733,980,1079,0,0,0,0,0,1098,0,0,0,0,0,5,83abaed2bdfde4a463608cb7f90606c2
yes,Interaktiv,6,1153,0,0,31,1496374,-77,1444,-66,-66,1,6,1,6,4,5,3,3,a woman was evicted from her townhome and spent several months trying to find suitable housing for herself and her children. She eventually ended up living with her best friend's family in a two bedroom apartment.,"I've never been homeless, though I have had homeless friends and had a period of housing uncertainty in my own life. I know how frightening it can be to have very limited resources and have to find a place that requires a huge deposit that isn't on hand. This was an easy story to relate to.",7,7,7,6,7,7,7,7,7,7,1,1,7,7,7,2,5,7,1,1,1,1,1,1,6,6,4,6,7,4,7,1,I like to carefully consider how I donate my money and I never donate out of emotion. This allows me to maximize the effect of my contributions.,4,3,1,1,3,1,1,-99,A2RWZFXH710LW1,1,-99,42,Canadian,USA,1,1,-99,0,0,0,0,0,0,1,homemaker,2,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,758d447294597e3b71254f6ec0631f94,1,0,1468173307,10/07/16 17:55,10/07/16 18:19,0000-00-00 00:00:00,121,1116,1219,1341,1074,117,970,1013,1371,987,1376,917,1284,1411,1444,0,0,0,0,0,0,0,0,0,0,59,464556de3e0133a4b356facbba12c982
no - dropout,1154,,1154,0,0,22,1646780,-77,832,-66,-66,1,3,1,5,5,1,1,1,-66,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-66,-77,-66,-66,-66,-66,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-77,-66,-77,-66,-66,-66,-77,-77,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20150101 Firefox/44.0 (Chrome),-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,b3481ed89261a5a23152c698ccfe6076,1,0,1468173410,10/07/16 17:56,10/07/16 18:10,0000-00-00 00:00:00,45,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,02ea3ccf458ce0a4752c6a655435e5fc
no- text comprehension,1156,2,1156,0,0,31,1496374,-77,764,-66,-66,1,4,3,5,5,5,5,5,A guy lost his place to stay due to faulty management. He went on to endure a struggle of staying with friends and family while trying to raise kids at the same time.,I feel compassion. I feel terrible for this person because this is something that could very well happen to me,5,4,6,6,5,6,6,5,6,5,4,2,5,6,6,6,6,5,1,2,1,3,2,2,3,2,2,3,2,5,7,1,I choose to donate 0% because im not interested in charity at the moment.,3,1,3,3,3,1,1,-99,A2XCVFVZHUA06C,2,-99,33,italian,US,3,1,-99,0,0,1,0,0,0,0,-99,2,-99,1,-99,Everything functioned fine,Thanks,1,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,b267e2539b01825661419f006a317e1a,1,0,1468173472,10/07/16 17:57,10/07/16 18:10,0000-00-00 00:00:00,36,520,546,679,506,32,435,458,707,443,712,398,623,720,764,0,0,0,0,0,0,0,0,0,0,9,661ae70d89b138b09d59cead60317a03
yes,Interaktiv,5,1157,0,0,31,1496374,-77,992,-66,-66,1,5,3,5,6,3,4,4,A mother and her three kids were evicted because of poor mortgage management by the owners of their place. She spend a l lot of time bouncing around with friends and acquaintances. She finally settled in temporarily with a good friend which allowed some normalcy to stabilize her life as she continues to look for a place of her own.,I think it is a sad story but also not all that uncommon. there are a lot of reasons for homelessness to exist besides abject poverty. A sort of transient homlessness is common as it can be hard to rent a place with out a job or with a job and no address or in an area with high rents so they may be alright financially but nto able to find a affordable place.,4,6,6,5,5,5,5,5,6,5,2,2,4,5,6,6,6,5,2,2,3,2,2,3,4,5,4,5,5,6,7,1,"Well I respect that organization, but at this time I am not really in a place to give out donations but rather trying to earn a living. and get life straightened out myself.",2,3,1,1,3,1,1,-99,A3OKWRLKLYVH4F,2,-99,28,American,USA,1,1,-99,1,0,0,0,1,0,0,-99,2,-99,1,-99,none,nope,1,2,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,83f73445b1e45442ff90f73c92d3d712,1,0,1468173509,10/07/16 17:58,10/07/16 18:15,0000-00-00 00:00:00,31,777,837,933,754,27,693,713,952,702,956,662,900,971,992,0,0,0,0,0,0,0,0,0,0,8,d8eecd98ad704d231848806160245132
yes,Nicht Interaktiv,6,1158,0,0,31,1496374,-77,1615,-66,-66,1,7,3,6,6,7,3,6,"She was evicted from her apartment after her lease ran out. She had 3 days to vacate. She struggled to find housing and got little help, but in the end she was grateful for the shelter a distant friend provided to her and her family.",This is a very well written and touching story. It is ashame that so many good people struggle.,6,7,6,6,6,6,7,7,7,7,2,2,7,6,7,6,7,7,1,1,2,2,1,2,5,6,5,6,7,6,7,10,I want to help others. I am trying to help my family through a rough time. I am doing all I can to help get through this. Habitat is a good organization and have donated to them this year a couple of time. When I have a chance to donate to them via surveys I often do. Habitat and our Veterans are my focus.,4,3,1,1,3,1,1,-99,A3RLZWU3PU2BY8,2,-99,46,US,USA,1,1,-99,0,0,0,0,0,1,0,-99,1,-99,1,-99,No.,This was a good story.,1,2,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,1eb49cb3096d6a0f62b874b6f297bc9c,1,0,1468173553,10/07/16 17:59,10/07/16 18:26,0000-00-00 00:00:00,59,1260,1384,1527,1209,54,1071,1125,1553,1094,1566,1008,1477,1581,0,1615,0,0,0,0,0,0,0,0,0,8,9e5f29514c8f9fdf493d92b6690bfe34
yes,Nicht Interaktiv,6,1159,0,0,31,1496374,-77,1107,-66,-66,1,3,5,2,1,5,6,3,A woman with 3 children got evicted from her rented townhouse because the owners did not pay their mortgage. She could not find a new house to rent and was forced to jump around to different friends' houses. It is very hard on her; some of her friends were more generous than others.,I think the story is very well-written and I think it has the ability to draw a lot of empathy from its readers. It's hard for me to imagine other people having to go through what she went through as I just don't really know anybody who's experienced homelessness.,3,4,3,6,6,7,5,3,6,4,2,3,5,4,6,5,5,4,1,2,3,2,1,2,5,5,4,4,4,5,7,1,I donate and volunteer for Habitat for Humanity. I would rather deal with my own donations instead of going through another party.,4,3,1,1,3,1,1,-99,A2MTSAVJNP86UD,1,-99,19,American,USA,3,1,-99,0,1,0,0,0,0,0,-99,1,-99,1,-99,No,-99,1,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,ee3f1a6d9398b120be4a74d10c760bde,1,0,1468173575,10/07/16 17:59,10/07/16 18:18,0000-00-00 00:00:00,38,825,865,1067,792,36,710,739,1079,721,1081,664,1033,1092,1107,0,0,0,0,0,0,0,0,0,0,5,bba3223555ef84f880d8f2521e9ad061
yes,Nicht Interaktiv,6,1160,0,0,31,1496374,-77,1543,-66,-66,1,6,1,7,4,4,2,6,"This story is about a parent whom gets kicked out of his/her apartment due to his/her landlord not paying the rent off. Then they hop from place to place trying to find somewhere to get back on their feet without being too far from their job. In the end, one of their crazy friends helps them out and they become eternally grateful for everything.","Actually, I can completely relate to this story. Over the past six months I've had nowhere to go. My girlfriend and I have been traveling and living on the streets trying to find a place to go. I have traveled from Virginia all of the way to Southern California on foot(no car). We slept in nooks and crannies everywhere getting hassled by business owners and police. We were just scrapping by literally dumpster diving for food and hopping in the ocean for showers. This story was completely enjoyable for me because it's very similar to what I went through except I just had my girlfriend to take care of instead of three children.",7,7,7,7,7,7,7,7,7,7,4,4,7,7,4,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,7,50,"I chose the amount I did because I have been in situation like this myself. I remember absolutely nobody would help me and my girlfriend. It took us over a year before we were able to even get halfway on my feet. In fact, I'm still homeless. Fortunately, I'm able to stay with a couple family members for the time being. However, I feel like some people need it more than I do so that's why I'm going to donate 50%. I need to help others but at the same time I need to help myself.",4,3,1,1,3,1,1,-99,A14OT0A0N057FL,2,-99,25,American,USA,1,1,-99,1,0,0,0,0,0,0,-99,1,-99,1,-99,-99,"I loved this story. It was absolutely touching and I am so happy that you all are doing that for others. I try to help out anyway I can. My story is so much similar you have no idea,in fact, I'm still sort of in that situation. Thank you guys for giving me such an enjoyable hit.",1,2,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,044ad2bd19367ab5aa3c46a5024d5ce6,1,0,1468173604,10/07/16 18:00,10/07/16 18:25,0000-00-00 00:00:00,74,1155,1260,1403,1096,71,1008,1043,1430,1026,1498,976,1361,1519,0,0,0,0,0,1543,0,0,0,0,0,28,4218f80e3d6134e67e73537febe836ec
no - dropout,1161,,1161,0,0,22,1692529,-77,-1,-66,-66,1,7,1,7,7,1,1,7,-66,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-66,-77,-66,-66,-66,-66,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-77,-66,-77,-66,-66,-66,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,7593d017a4bb6b85180ce77d0af83447,1,0,1468173642,10/07/16 18:00,13/07/16 05:25,0000-00-00 00:00:00,56,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,e4fd5ec878205046e994b4f06a9339d0
yes,Nicht Interaktiv,4,1162,0,0,31,1496374,-77,614,-66,-66,1,4,3,5,6,6,4,6,"The woman was evicted from her house because the owners of the home hadn't been paying the rent. She was only given 4 days to move and for the next months spent her time living at place to place and being homeless until one day she took her moms offer and moved in with her, and then later her best friend took them in and shared their home.","Sometimes I think this is going to happen to me. I have always been there to let people stay with us and do things when they needed help, but unfortunately, I do not have anyone to go to to return the favor.",6,5,7,7,7,6,6,6,5,3,1,1,7,6,6,5,5,6,1,1,1,1,3,1,6,1,6,5,4,6,7,30,"Unfortunately I need money as well or else I would have done more, but I do feel that all of us can do something to help regardless of this situation.",1,1,1,1,3,1,1,-99,ANFBZP4LZAS9N,2,-99,40,American,USA,2,1,-99,0,0,0,0,1,0,0,-99,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,381d1ed32f901f65df38d6a5b208e863,1,0,1468173657,10/07/16 18:00,10/07/16 18:11,0000-00-00 00:00:00,63,456,483,577,440,61,386,402,586,391,588,357,548,601,0,0,0,614,0,0,0,0,0,0,0,41,79427330bfc324f64bd3b31ae957ce95
yes,Nicht Interaktiv,3,1163,0,0,31,1496374,-77,1406,-66,-66,1,7,1,6,7,1,1,6,The person is homeless essentially. They have options and places to stay but they are a master of not wearing out their welcome.,I felt like the person should just stay with their brother instead of suffering and living out of their car. I feel as if they are taking in the victim role more that they have to,3,3,3,4,2,2,3,2,4,5,1,1,6,4,6,1,2,5,4,2,4,3,5,5,4,5,4,3,4,6,7,10,"I am going through a rough patch right now and I need the most that I can take, but I understand that people out there are less fortunate than me.",4,4,3,1,3,4,1,-99,A18WG7Z9X9GH7E,1,-99,24,American,USA,3,1,-99,0,0,0,1,0,0,0,-99,1,-99,1,-99,no,-99,1,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,8a1ef08d74fea326ed78f7fde7513590,1,0,1468173752,10/07/16 18:02,10/07/16 18:25,0000-00-00 00:00:00,71,798,904,1208,783,64,695,746,1223,726,1227,601,1030,1241,0,1406,0,0,0,0,0,0,0,0,0,18,6d50309e06b30c0dc1ee5287cfa06176
yes,Nicht Interaktiv,6,1164,0,0,31,1496374,-77,3859,-66,-66,1,3,3,5,5,2,3,2,"Due to a transition in ownership the author of the story was cast out of a home they had been paying for regularly. The owner was left to wander for a stressful and indefinite period of time, homeless and unsure of where they would live or where their three children would even go to school. In the end however, the Authors college friend offered them a place to stay until they could get on their feet again, in spite of having a small home.","I feel deep sympathy for the Author, especially having spent time needing to live with extended family myself. Constantly moving and only having access to a small number of your things while living in someone else's home is hard enough as it is without adding children to the mix. The fact that friends began to drift away from the Author in their time is need is extremely disconcerting as well.",3,7,6,6,7,5,6,6,7,5,2,2,7,6,5,4,3,4,1,1,1,1,2,2,6,5,6,6,5,6,7,50,"I feel that helping others is important, but that it is also important to take care of your own needs as you can't help anyone else if you're the one in need of help yourself. Taking that into account I feel that a 50/50 split of any bonus payment would be a fairly generous donation in most cases.",4,3,1,1,3,1,1,-99,A3URPS2ETX2EUS,2,-99,27,American,USA,1,1,-99,1,0,0,0,0,0,0,-99,1,-99,1,-99,No issues that I noticed.,-99,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,141e616b9310d2af0ff57357537c3e59,1,0,1468173808,10/07/16 18:03,10/07/16 19:07,0000-00-00 00:00:00,81,1337,1626,1786,1301,78,1175,1225,1821,1191,1833,1115,1728,1868,0,0,0,0,0,3859,0,0,0,0,0,10,115c3f774398c80d80f3a2a78dd2910f
yes,Nicht Interaktiv,4,1165,0,0,31,1496374,-77,1389,-66,-66,1,5,2,5,4,5,3,5,"The author was evicted from his townhome because the old owners/landlords had failed to pay the mortgage and also had not signed a new lease with him, so when the new owners bought the townhome they were under no obligation to allow the author to continue living there. After moving out, the author bounced around to various motels, apartments, and houses of strangers, friends, and family members; his 3 children luckily were able to stay with their grandparents for awhile but eventually had to come back to live with their dad. The author has been unable to find a new place for he and his children to live because he can't afford to purchase a home and is having an extremely difficult time finding affordable rentals (and those he does find he cannot get because landlords are extremely picky about tenants given the increased demand for rentals by renters and the fact that he is a single parent with three children on a fixed income).","While I wish I could say this narrative is surprising, it is not at all. I feel for the author and his children and all of the other people and/or families that find themselves in this exact situation. I myself have had to deal with finding an apartment in a market that has less than 1% availability. Like the author said, landlords are extremely picky about who they will rent to and as a younger 20-something, even with a perfect rental history, I am not at the top of their list of people to rent to. Many of my friends have had to resort to having multiple roommates (even in their late 20s and early to mid-30s) because of the high cost of rent in cities in the US. Others must still get their parents to cosign for them because they alone (even gainfully employed) do not meet the minimum income requirements for renters. I cannot imagine this scenario if I had 3 young children to take care of; I can't even begin to comprehend the stress that this causes the author of this story. What do you even tell your children? And having to rely on friends, family members, strangers, or resorting to staying in motels and hotels, constantly couch-surfing and moving around while having to work full-time would be so awful. Unfortunately, stories like this one are far too common in the US today. However, the one saving grace for the author is that he has supportive people in his life. Some people and their families would not be so lucky and would end up in a homeless shelter, on the streets, or living out of a car. That is not to negate his experience as I can sympathize and empathize with the struggle he and his family are facing.",6,5,7,7,7,7,7,7,7,4,1,1,5,5,5,2,4,3,1,1,1,3,3,3,5,1,2,4,4,6,7,1,"I am unemployed and need every penny I can get. However, I have volunteered for Habitat for Humanity in the past and my family has donated money to them on several occasions.",1,1,1,1,3,1,1,-99,A23T78HUZH3RFL,2,-99,27,American,USA,1,1,-99,1,0,0,0,0,0,0,-99,1,-99,1,-99,No.,No.,1,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,ffb716a6a689d1967d13be51c7e0bb45,1,0,1468173826,10/07/16 18:03,10/07/16 18:26,0000-00-00 00:00:00,52,1075,1123,1253,1058,49,956,995,1269,974,1291,921,1208,1303,1389,0,0,0,0,0,0,0,0,0,0,17,db2b107570eb22fe697574fe48e581a5
yes,Interaktiv,5,1166,0,0,22,1693835,-77,-1,-66,-66,1,6,2,6,6,2,2,6,A family of four became homeless through no fault of their own. They stay with various family and friends but each is far from ideal. Eventually they stay with an old friend and are happy.,"I enjoyed the story, but felt that something had to work for her sooner. If she could afford to rent before, wasn't there something else that they could afford.",4,5,5,5,4,6,5,5,7,6,4,1,5,6,5,5,5,6,1,2,2,3,3,2,5,5,3,5,6,6,7,50,"Half for me, half to give!",4,3,3,1,3,1,1,-99,A2JE9N5B0TUTXB,1,-99,60,eNGLISH,USA,3,1,-99,0,0,0,1,0,0,0,-99,2,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,b0df553092b9c67214d9de56cfb3915d,1,0,1468173832,10/07/16 18:03,16/07/16 19:10,0000-00-00 00:00:00,111,1736,1778,1974,1708,104,1582,1626,2001,1601,2006,1514,1857,2036,0,0,0,0,0,0,0,0,0,0,0,48,48df98506a9e06c6cf05d0fbb40a4da9
